term,Mean,SD,2.5%,50%,97.5%,Rhat,ESS,species_city
rho,0.08133520791483587,0.3997964685857745,-0.6940236976694504,0.09650379847232247,0.7767200641755992,1.0018358787957429,4532.887868754293,Eurasian_Kestrel_Berlin
sigma.sq,3.947178035898092,2.7767212831134773,0.20909337450278545,3.4741569668598578,9.55366375209791,1.0300408544118722,486.28964309584217,Eurasian_Kestrel_Lisbon
phi,0.5291112898077163,0.2173025216065515,0.18594736872551057,0.525581177604585,0.8901369077278026,1.0001215446404803,1468.7294036595338,Eurasian_Kestrel_Lisbon
sigma.sq.t,0.4220001035734922,0.4403146575142994,0.0899670287131774,0.28874889664247233,1.6020899787983385,1.027727075308582,1429.742341510311,Eurasian_Kestrel_Lisbon
rho,-0.01624015712391669,0.38175724118028215,-0.7102217280047896,-0.02359211791752613,0.6997365855388146,1.0030395938411123,3291.263359402866,Eurasian_Kestrel_Lisbon
sigma.sq,1.5057496028791233,0.5326555644850298,0.6706605197317632,1.4319040982437323,2.7523370290675775,1.0125496642855647,657.9868275427822,Eurasian_Kestrel_London
phi,0.750275662072647,0.1429582125285832,0.4184502522938985,0.7803118402068456,0.9379531561249176,1.0104551276279914,431.4550854962432,Eurasian_Kestrel_London
sigma.sq.t,0.2642950101038907,0.2049585412310995,0.08058855587095945,0.20943968197815785,0.7809144088595557,1.006135423055991,2370.3447375829833,Eurasian_Kestrel_London
rho,0.10804481130199443,0.3768889524956536,-0.6461134946688663,0.12852848001581765,0.7524095945903042,1.0010163756797148,2826.1575812718315,Eurasian_Kestrel_London
sigma.sq,1.2779145065267117,1.0062872362062705,0.20023430942104437,1.0198830035105375,3.918510829789321,1.040792491610646,527.8389581406433,Eurasian_Kestrel_Madrid
phi,0.5443564631129864,0.2326019796255368,0.11578963153924988,0.5610971052072197,0.9011149770098942,1.0208937860438785,390.776215503549,Eurasian_Kestrel_Madrid
sigma.sq.t,0.30966405290620014,0.23439703598423783,0.08801054951933386,0.2449773869467299,0.917765343716748,1.0156974982085134,4452.194374424444,Eurasian_Kestrel_Madrid
rho,0.11376345714851172,0.35466642629136613,-0.6064259973622683,0.13181581294400846,0.7365882151797839,1.0000390862043131,4293.753533276043,Eurasian_Kestrel_Madrid
sigma.sq,1.9652464341086584,1.8890644827802467,0.1030008512609255,1.3538005731781355,7.551813550025022,1.0238763710292675,273.782364758885,Eurasian_Kestrel_Paris
phi,0.5793026218251891,0.23150348359658915,0.13122333613392903,0.6008888148802529,0.926504371742227,1.0041102341126726,517.6764222088924,Eurasian_Kestrel_Paris
sigma.sq.t,0.39402825635873034,0.4226454982297504,0.08834367868201282,0.27586880000583397,1.3682578892577208,1.0409337296312644,3363.903035400619,Eurasian_Kestrel_Paris
rho,-0.04083036850327408,0.3908367607129409,-0.7453965953185172,-0.05181054398621354,0.6988460011666247,1.0011514675679831,4024.4350148152553,Eurasian_Kestrel_Paris
sigma.sq,1.3984204513769976,1.083916057608623,0.1515795703586722,1.125908420679174,4.367434058054443,1.0284098567556066,429.26626982430673,Eurasian_Kestrel_Prague
phi,0.6007448636164344,0.22442212743664455,0.14360318408869777,0.6292433175393861,0.9350817505167176,1.003712536909571,579.3016728069108,Eurasian_Kestrel_Prague
sigma.sq.t,0.3544679800024483,0.33812496434135575,0.089755777326665,0.26131533115262756,1.207660504588732,1.037837522041547,1215.4099243878982,Eurasian_Kestrel_Prague
rho,-0.09820991703010472,0.3769658361396616,-0.759479309220864,-0.10937451571782386,0.6390576621739382,1.0013663942112292,2981.9935710377554,Eurasian_Kestrel_Prague
sigma.sq,6.648122700473521,2.2741082070079144,1.965835228537084,6.954916329993901,9.867442041340702,1.002330018110306,1670.2117029718067,Eurasian_Kestrel_Rome
phi,0.582264592119922,0.2313784540773132,0.1830865154874623,0.5886819143368813,0.9565285473330292,1.000850210964683,2188.1724098275517,Eurasian_Kestrel_Rome
sigma.sq.t,0.3858398082942095,0.4444284661654267,0.08545103357442112,0.26457178726741637,1.401028899497187,1.003025030489345,5172.902805395944,Eurasian_Kestrel_Rome
rho,0.02304051240119171,0.38037802965434864,-0.6959445446019705,0.02829646329446261,0.7283167635103577,1.0007855507587808,4850.042791936463,Eurasian_Kestrel_Rome
sigma.sq,3.3837086896511517,2.4013091143084906,0.32028209174035105,2.7950649075043073,9.20531126069906,1.0142871049927191,484.9694649287574,Eurasian_Kestrel_Vienna
phi,0.48432953712818366,0.24942690417047805,0.1337887093472483,0.4515529809253075,0.9292485307717364,1.0102376521461334,740.549971590609,Eurasian_Kestrel_Vienna
sigma.sq.t,0.29933336617853373,0.27214073313116266,0.08047244303173946,0.22654635333495865,0.9767165155079686,1.0009896215038057,5181.8969610344475,Eurasian_Kestrel_Vienna
rho,0.05154740838600051,0.3868439036212016,-0.6895516861342835,0.06093282171632613,0.7482618466633094,1.0025906151559147,4959.998982247946,Eurasian_Kestrel_Vienna
sigma.sq,3.696247045196058,1.6995562548818812,1.2955940516058615,3.345902596783999,8.058966325381423,1.0286611629265647,609.398175358592,Nankeen_Kestrel_Adelaide
phi,0.7010835131074178,0.18013021596660225,0.30574428359469047,0.7285417473710325,0.9481198427311428,1.005186909788364,832.834320930688,Nankeen_Kestrel_Adelaide
sigma.sq.t,0.3498712381434795,0.3438991178146718,0.08797808470107855,0.26063252543425414,1.155039459601077,1.0358460332962487,2907.0046458426527,Nankeen_Kestrel_Adelaide
rho,0.04138940479686055,0.3771790132343644,-0.6827987591244401,0.04853039331136888,0.7245514858917678,1.0058197168227456,3184.4876069902766,Nankeen_Kestrel_Adelaide
sigma.sq,4.690223866502975,2.0354765685209775,1.4624577289007332,4.3776205430302415,9.207865202566657,1.0157797554931511,219.2930536946377,Nankeen_Kestrel_Brisbane
phi,0.5007554091211942,0.24239634965170323,0.08285613282872056,0.4901215865164885,0.9184185735783938,1.0089719150357854,238.69352661960275,Nankeen_Kestrel_Brisbane
sigma.sq.t,0.38180927608402393,0.4039235054350424,0.0876288926224597,0.2690299354853608,1.353949883246321,1.0190124609380256,813.5748352451833,Nankeen_Kestrel_Brisbane
rho,0.0705881615365622,0.3848104138857142,-0.6699723831925589,0.08697972109362517,0.7460530999148075,1.0027024309763757,1989.446885162734,Nankeen_Kestrel_Brisbane
sigma.sq,1.3668807735007966,0.8376000808481194,0.35970249190597264,1.168636905372372,3.5187115753464107,1.0092806396448166,549.4697875065522,Nankeen_Kestrel_Canberra
phi,0.41557519658365416,0.22970746977078343,0.09891365371815912,0.36895698767104146,0.8690995617670134,1.0119621090165931,271.8278510028449,Nankeen_Kestrel_Canberra
sigma.sq.t,0.2600266095803721,0.2069122732661781,0.0776296328183978,0.20587822604519673,0.7734769314189162,1.0049424324531402,3586.9342678587905,Nankeen_Kestrel_Canberra
rho,0.06042743921840279,0.37979544762523976,-0.6707725069791144,0.07286670994048067,0.7452387590813814,1.0002899704997668,3722.4266216805418,Nankeen_Kestrel_Canberra
sigma.sq,5.1026087190928315,2.5444138091385464,0.8497875379801907,4.911487535029032,9.672966934458673,1.0079977274269956,513.9755779854829,Nankeen_Kestrel_Darwin
phi,0.4644802868501562,0.23673048461919177,0.11525062097381722,0.44424968197567616,0.8792222041188817,1.0220469198184328,543.6604725543655,Nankeen_Kestrel_Darwin
sigma.sq.t,0.4714116415789608,0.6437505532098288,0.09273838708329787,0.3108981565265383,1.778064948681408,1.0388977266486017,1907.5512952131105,Nankeen_Kestrel_Darwin
rho,0.00903881367567626,0.3693505026592993,-0.6708714451714864,0.00444525990257932,0.7092905019587663,1.0021831016274814,3479.6701183112677,Nankeen_Kestrel_Darwin
sigma.sq,4.713508359317604,1.413824724779123,2.4547166940135283,4.526539632234838,8.097469928970156,1.0021808899425655,315.7753778041248,Nankeen_Kestrel_Melbourne
phi,0.6484822959030948,0.16266047432275066,0.31519288258078343,0.6635360587003534,0.887371629858197,1.008012377319044,340.38862247961487,Nankeen_Kestrel_Melbourne
sigma.sq.t,0.33536251776598724,0.28103937221721015,0.09168670394704566,0.25958910368680504,1.030002257899348,1.004641556396505,1704.0900542076497,Nankeen_Kestrel_Melbourne
rho,0.02324044381500378,0.35879201992275783,-0.6548319439591652,0.03070784378086472,0.6871873247042539,1.001263258288921,2111.429944293472,Nankeen_Kestrel_Melbourne
sigma.sq,4.3531339760387,1.8239816113622984,1.6085138686528588,4.0670386285303435,8.821722828650628,1.0115495043799256,280.82701513391476,Nankeen_Kestrel_Perth
phi,0.73509332003888606,0.15964085186465352,0.38159974528905183,0.7632507465193704,0.9506061896816004,1.010789325588391,585.508818028003,Nankeen_Kestrel_Perth
sigma.sq.t,0.2880872916564136,0.23967962918436417,0.0808531388898491,0.2213864301863507,0.9062406176853866,1.0056168021905088,1489.7758031507735,Nankeen_Kestrel_Perth
rho,0.06251240163277359,0.39439222240231864,-0.6951976937804576,0.07498161287241978,0.7592759425085244,1.0037379509156912,2252.1350279821863,Nankeen_Kestrel_Perth
sigma.sq,5.604747188200462,1.4459522554063706,3.2605476679706578,5.431793936226405,8.93030484388126,1.0161473205131624,495.2471772073616,Nankeen_Kestrel_Sydney
phi,0.7203385479358112,0.12651521757451592,0.43726018181719056,0.7422453308901646,0.8884397698843941,1.017989373452237,757.19858524632,Nankeen_Kestrel_Sydney
sigma.sq.t,0.2198994804816478,0.15682604186955312,0.07014066533306537,0.17823669142245746,0.6043059238856273,1.000065227376716,3350.194679465259,Nankeen_Kestrel_Sydney
rho,0.11387982562720012,0.4178013517186905,-0.7034125088474074,0.13765206613065822,0.8207891129416329,1.0001629019927905,3851.613787717205,Nankeen_Kestrel_Sydney
