predictor,importance,Total,importance_stnd,species,LC_type,LC_category
pland_LCCS1_c01_barren,0.00539984563840436,683.4291666469627,7.901105047794589e-4,Malagasy Kestrel,Open,Barren
pland_LCCS1_c11_evergreen_needleleaf,0.00136287737370557,683.4291666469627,1.9941750223978816e-4,Malagasy Kestrel,Dense,Forest
pland_LCCS1_c02_permanent_snow_ice,0,683.4291666469627,0,Malagasy Kestrel,Open,Snow & Ice
pland_LCCS1_c13_deciduous_needleleaf,0,683.4291666469627,0,Malagasy Kestrel,Dense,Forest
pland_LCCS1_c15_mixed_broadleaf_needleleaf,0,683.4291666469627,0,Malagasy Kestrel,Dense,Forest
pland_LCCS2_c35_natural_herbaceous_cropland_mosaic,0,683.4291666469627,0,Malagasy Kestrel,Open,Mixed
pland_LCCS3_c51_tundra,0,683.4291666469627,0,Malagasy Kestrel,Open,Tundra
pland_LCCS2_c36_herbaceous_cropland,1.3394758334155925,20.719743105133453,6.464731858010964,Mauritius Kestrel,Open,Cropland
pland_LCCS1_c31_dense_herbaceous,1.118634393953308,20.719743105133453,5.398881580130011,Mauritius Kestrel,Open,Herbaceous Plant Cover
pland_LCCS1_c22_sparse_forest,0.999557144332113,20.719743105133453,4.824177304034557,Mauritius Kestrel,Dense,Forest
ALAN_mean,0.7763333628930184,20.719743105133453,3.746829094134264,Mauritius Kestrel,Dense,ALAN
pland_LCCS2_c25_forest_cropland_mosaic,0.6988517449141024,20.719743105133453,3.3728784250271775,Mauritius Kestrel,Dense,Mixed
pland_LCCS1_c12_evergreen_broadleaf,0.4400206118532573,20.719743105133453,2.1236779318187553,Mauritius Kestrel,Dense,Forest
pland_ASTWBD_c01_ocean,0.021629724126901,20.719743105133453,0.1043918547500818,Mauritius Kestrel,Open,Water Body
pland_LCCS1_c21_open_forest,0.01963952318213187,20.719743105133453,0.09478651874436636,Mauritius Kestrel,Dense,Forest
pland_ASTWBD_c03_lake,0.0166876131242264,20.719743105133453,0.08053967194261176,Mauritius Kestrel,Open,Water Body
pland_LCCS1_c14_deciduous_broadleaf,0.01190640316205533,20.719743105133453,0.05746404818651175,Mauritius Kestrel,Dense,Forest
pland_LCCS1_c16_mixed_broadleaf_evergreen_deciduous,0.00889650349650349,20.719743105133453,0.04293732529096522,Mauritius Kestrel,Dense,Forest
pland_LCCS1_c32_sparse_herbaceous,0.00617849752586595,20.719743105133453,0.02981937321575761,Mauritius Kestrel,Open,Herbaceous Plant Cover
pland_LCCS1_c01_barren,0,20.719743105133453,0,Mauritius Kestrel,Open,Barren
pland_LCCS1_c02_permanent_snow_ice,0,20.719743105133453,0,Mauritius Kestrel,Open,Snow & Ice
pland_LCCS1_c11_evergreen_needleleaf,0,20.719743105133453,0,Mauritius Kestrel,Dense,Forest
pland_LCCS1_c13_deciduous_needleleaf,0,20.719743105133453,0,Mauritius Kestrel,Dense,Forest
pland_LCCS1_c15_mixed_broadleaf_needleleaf,0,20.719743105133453,0,Mauritius Kestrel,Dense,Forest
pland_LCCS1_c41_dense_shrubland,0,20.719743105133453,0,Mauritius Kestrel,Open,Shrubland
pland_LCCS1_c42_shrubland_grassland_mosaic,0,20.719743105133453,0,Mauritius Kestrel,Open,Mixed
pland_LCCS1_c43_sparse_shrubland,0,20.719743105133453,0,Mauritius Kestrel,Open,Shrubland
pland_LCCS2_c35_natural_herbaceous_cropland_mosaic,0,20.719743105133453,0,Mauritius Kestrel,Open,Mixed
pland_LCCS3_c27_woody_wetland,0,20.719743105133453,0,Mauritius Kestrel,Dense,Wetland
pland_LCCS3_c50_herbaceous_wetland,0,20.719743105133453,0,Mauritius Kestrel,Open,Wetland
pland_LCCS3_c51_tundra,0,20.719743105133453,0,Mauritius Kestrel,Open,Tundra
pland_ASTWBD_c02_river,0,20.719743105133453,0,Mauritius Kestrel,Open,Water Body
ALAN_mean,1339.0441650306664,26773.685522327654,5.001344188920062,Nankeen Kestrel,Dense,ALAN
pland_LCCS1_c31_dense_herbaceous,1083.1854722949151,26773.685522327654,4.045709252062451,Nankeen Kestrel,Open,Herbaceous Plant Cover
pland_LCCS1_c12_evergreen_broadleaf,773.8897604302474,26773.685522327654,2.8904864807830415,Nankeen Kestrel,Dense,Forest
pland_LCCS1_c22_sparse_forest,713.8238375589866,26773.685522327654,2.6661396204258097,Nankeen Kestrel,Dense,Forest
pland_LCCS1_c21_open_forest,438.6093168679412,26773.685522327654,1.6382104604245358,Nankeen Kestrel,Dense,Forest
pland_LCCS1_c43_sparse_shrubland,430.296294231407,26773.685522327654,1.6071612325190177,Nankeen Kestrel,Open,Shrubland
pland_ASTWBD_c01_ocean,388.1914650532692,26773.685522327654,1.4498992480117865,Nankeen Kestrel,Open,Water Body
pland_LCCS2_c36_herbaceous_cropland,351.87119009763114,26773.685522327654,1.3142426350088845,Nankeen Kestrel,Open,Cropland
pland_ASTWBD_c03_lake,316.1428689705087,26773.685522327654,1.18079697584729,Nankeen Kestrel,Open,Water Body
pland_LCCS1_c42_shrubland_grassland_mosaic,270.7266697579203,26773.685522327654,1.0111669890652537,Nankeen Kestrel,Open,Mixed
pland_LCCS1_c32_sparse_herbaceous,147.24021450902632,26773.685522327654,0.5499437661887705,Nankeen Kestrel,Open,Herbaceous Plant Cover
pland_ASTWBD_c02_river,133.30192178021062,26773.685522327654,0.49788409469829903,Nankeen Kestrel,Open,Water Body
pland_LCCS3_c50_herbaceous_wetland,130.24360497829,26773.685522327654,0.48646124893666426,Nankeen Kestrel,Open,Wetland
pland_LCCS1_c41_dense_shrubland,118.787051222657,26773.685522327654,0.443670898889119,Nankeen Kestrel,Open,Shrubland
pland_LCCS1_c11_evergreen_needleleaf,113.69019762659175,26773.685522327654,0.424634096534005,Nankeen Kestrel,Dense,Forest
pland_LCCS3_c27_woody_wetland,100.6012029575656,26773.685522327654,0.3757465623239288,Nankeen Kestrel,Dense,Wetland
pland_LCCS1_c16_mixed_broadleaf_evergreen_deciduous,89.35947966006009,26773.685522327654,0.33375860632089527,Nankeen Kestrel,Dense,Forest
pland_LCCS1_c01_barren,65.41752193297718,26773.685522327654,0.24433513973420976,Nankeen Kestrel,Open,Barren
pland_LCCS2_c25_forest_cropland_mosaic,30.9942306925533,26773.685522327654,0.11576378107043184,Nankeen Kestrel,Dense,Mixed
pland_LCCS1_c14_deciduous_broadleaf,25.15103584404429,26773.685522327654,0.09393938620467408,Nankeen Kestrel,Dense,Forest
pland_LCCS3_c51_tundra,0.4593665523506213,26773.685522327654,0.00171573895557836,Nankeen Kestrel,Open,Tundra
pland_LCCS1_c02_permanent_snow_ice,0.07708362476156654,26773.685522327654,2.8790815779651774e-4,Nankeen Kestrel,Open,Snow & Ice
pland_LCCS1_c13_deciduous_needleleaf,0,26773.685522327654,0,Nankeen Kestrel,Dense,Forest
pland_LCCS1_c15_mixed_broadleaf_needleleaf,0,26773.685522327654,0,Nankeen Kestrel,Dense,Forest
pland_LCCS2_c35_natural_herbaceous_cropland_mosaic,0,26773.685522327654,0,Nankeen Kestrel,Open,Mixed
pland_LCCS1_c31_dense_herbaceous,82.52522506983912,1881.714532317273,4.3856399922793745,Rock Kestrel,Open,Herbaceous Plant Cover
ALAN_mean,73.61511934477072,1881.714532317273,3.9121300325037063,Rock Kestrel,Dense,ALAN
pland_LCCS1_c22_sparse_forest,60.889631565080244,1881.714532317273,3.235859133749504,Rock Kestrel,Dense,Forest
pland_LCCS2_c36_herbaceous_cropland,55.26746605483694,1881.714532317273,2.9370802587561866,Rock Kestrel,Open,Cropland
pland_LCCS1_c43_sparse_shrubland,50.38939436637721,1881.714532317273,2.6778447793738525,Rock Kestrel,Open,Shrubland
pland_ASTWBD_c01_ocean,48.09099675418369,1881.714532317273,2.555700980581848,Rock Kestrel,Open,Water Body
pland_LCCS1_c42_shrubland_grassland_mosaic,47.78835899088678,1881.714532317273,2.539617894752446,Rock Kestrel,Open,Mixed
pland_LCCS1_c01_barren,29.374338594211455,1881.714532317273,1.5610411722780215,Rock Kestrel,Open,Barren
pland_ASTWBD_c02_river,22.180712601005233,1881.714532317273,1.1787501355846135,Rock Kestrel,Open,Water Body
pland_LCCS1_c41_dense_shrubland,20.605691003814016,1881.714532317273,1.0950487255066657,Rock Kestrel,Open,Shrubland
pland_ASTWBD_c03_lake,16.915191921345606,1881.714532317273,0.898924445277843,Rock Kestrel,Open,Water Body
pland_LCCS1_c21_open_forest,16.107300365186735,1881.714532317273,0.855990645156526,Rock Kestrel,Dense,Forest
pland_LCCS1_c12_evergreen_broadleaf,15.928003755795904,1881.714532317273,0.8464622811931551,Rock Kestrel,Dense,Forest
pland_LCCS1_c32_sparse_herbaceous,12.854946409038256,1881.714532317273,0.6831507217626569,Rock Kestrel,Open,Herbaceous Plant Cover
pland_LCCS2_c25_forest_cropland_mosaic,8.146153778320253,1881.714532317273,0.4329112433589231,Rock Kestrel,Dense,Mixed
pland_LCCS1_c14_deciduous_broadleaf,6.246437334261781,1881.714532317273,0.33195456733649636,Rock Kestrel,Dense,Forest
pland_LCCS3_c50_herbaceous_wetland,5.9398803462937195,1881.714532317273,0.31566320205748427,Rock Kestrel,Open,Wetland
pland_LCCS1_c16_mixed_broadleaf_evergreen_deciduous,3.1990673426277665,1881.714532317273,0.17000811162829327,Rock Kestrel,Dense,Forest
pland_LCCS1_c11_evergreen_needleleaf,2.770605630402153,1881.714532317273,0.1472383606981149,Rock Kestrel,Dense,Forest
pland_LCCS1_c15_mixed_broadleaf_needleleaf,1.4883622633888516,1881.714532317273,0.07909607104729002,Rock Kestrel,Dense,Forest
pland_LCCS3_c27_woody_wetland,0.805870845736621,1881.714532317273,0.04282641345944307,Rock Kestrel,Dense,Wetland
pland_LCCS2_c35_natural_herbaceous_cropland_mosaic,0.5075914361646903,1881.714532317273,0.02697494372536981,Rock Kestrel,Open,Mixed
pland_LCCS3_c51_tundra,0.06745580051215358,1881.714532317273,0.00358480520576539,Rock Kestrel,Open,Tundra
pland_LCCS1_c02_permanent_snow_ice,0,1881.714532317273,0,Rock Kestrel,Open,Snow & Ice
pland_LCCS1_c13_deciduous_needleleaf,0,1881.714532317273,0,Rock Kestrel,Dense,Forest
pland_ASTWBD_c01_ocean,4.002397939450878,54.15459354388667,7.390689648898113,Seychelles Kestrel,Open,Water Body
ALAN_mean,3.881217462716167,54.15459354388667,7.1669219704711535,Seychelles Kestrel,Dense,ALAN
pland_LCCS1_c12_evergreen_broadleaf,1.503167653539292,54.15459354388667,2.775697415808561,Seychelles Kestrel,Dense,Forest
pland_LCCS3_c27_woody_wetland,1.1711643540580448,54.15459354388667,2.1626316022646126,Seychelles Kestrel,Dense,Wetland
pland_LCCS1_c21_open_forest,0.9331841620088952,54.15459354388667,1.7231856079810597,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c31_dense_herbaceous,0.8281202595377469,54.15459354388667,1.5291782383458228,Seychelles Kestrel,Open,Herbaceous Plant Cover
pland_LCCS3_c50_herbaceous_wetland,0.76296169858931,54.15459354388667,1.4088586926075046,Seychelles Kestrel,Open,Wetland
pland_LCCS1_c01_barren,0.4728962282702644,54.15459354388667,0.8732338243606816,Seychelles Kestrel,Open,Barren
pland_LCCS1_c11_evergreen_needleleaf,0.35678427664040924,54.15459354388667,0.658825509144063,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c22_sparse_forest,0.2475612493669525,54.15459354388667,0.4571380434539312,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c32_sparse_herbaceous,0.21130889979187503,54.15459354388667,0.39019570818241134,Seychelles Kestrel,Open,Herbaceous Plant Cover
pland_LCCS1_c14_deciduous_broadleaf,2.9896480331262864e-4,54.15459354388667,5.520580688512576e-4,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c02_permanent_snow_ice,0,54.15459354388667,0,Seychelles Kestrel,Open,Snow & Ice
pland_LCCS1_c13_deciduous_needleleaf,0,54.15459354388667,0,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c15_mixed_broadleaf_needleleaf,0,54.15459354388667,0,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c16_mixed_broadleaf_evergreen_deciduous,0,54.15459354388667,0,Seychelles Kestrel,Dense,Forest
pland_LCCS1_c41_dense_shrubland,0,54.15459354388667,0,Seychelles Kestrel,Open,Shrubland
pland_LCCS1_c42_shrubland_grassland_mosaic,0,54.15459354388667,0,Seychelles Kestrel,Open,Mixed
pland_LCCS1_c43_sparse_shrubland,0,54.15459354388667,0,Seychelles Kestrel,Open,Shrubland
pland_LCCS2_c25_forest_cropland_mosaic,0,54.15459354388667,0,Seychelles Kestrel,Dense,Mixed
pland_LCCS2_c35_natural_herbaceous_cropland_mosaic,0,54.15459354388667,0,Seychelles Kestrel,Open,Mixed
pland_LCCS2_c36_herbaceous_cropland,0,54.15459354388667,0,Seychelles Kestrel,Open,Cropland
pland_LCCS3_c51_tundra,0,54.15459354388667,0,Seychelles Kestrel,Open,Tundra
pland_ASTWBD_c02_river,0,54.15459354388667,0,Seychelles Kestrel,Open,Water Body
pland_ASTWBD_c03_lake,0,54.15459354388667,0,Seychelles Kestrel,Open,Water Body
ALAN_mean,35.46812835075307,379.6468148653864,9.342401137575514,Spotted Kestrel,Dense,ALAN
pland_LCCS1_c12_evergreen_broadleaf,12.752019682408074,379.6468148653864,3.3589165464036967,Spotted Kestrel,Dense,Forest
pland_LCCS1_c21_open_forest,11.163632951863788,379.6468148653864,2.940531176541582,Spotted Kestrel,Dense,Forest
pland_ASTWBD_c01_ocean,10.624146826989648,379.6468148653864,2.7984290690695546,Spotted Kestrel,Open,Water Body
pland_LCCS1_c22_sparse_forest,7.147454373344042,379.6468148653864,1.882658853829277,Spotted Kestrel,Dense,Forest
pland_LCCS2_c25_forest_cropland_mosaic,5.260640233441985,379.6468148653864,1.385666895508469,Spotted Kestrel,Dense,Mixed
pland_LCCS1_c31_dense_herbaceous,4.9100313732097085,379.6468148653864,1.2933155714609872,Spotted Kestrel,Open,Herbaceous Plant Cover
pland_LCCS2_c36_herbaceous_cropland,2.7594899222828464,379.6468148653864,0.7268571246307689,Spotted Kestrel,Open,Cropland
pland_LCCS3_c27_woody_wetland,2.4650180538215416,379.6468148653864,0.6492924363649877,Spotted Kestrel,Dense,Wetland
pland_ASTWBD_c03_lake,2.066805754023359,379.6468148653864,0.5444022373152789,Spotted Kestrel,Open,Water Body
pland_LCCS1_c14_deciduous_broadleaf,1.8288693552961153,379.6468148653864,0.4817291450066789,Spotted Kestrel,Dense,Forest
pland_LCCS3_c50_herbaceous_wetland,1.2572525310312668,379.6468148653864,0.33116372423065316,Spotted Kestrel,Open,Wetland
pland_LCCS1_c11_evergreen_needleleaf,0.9381617840314536,379.6468148653864,0.2471143566327833,Spotted Kestrel,Dense,Forest
pland_LCCS1_c16_mixed_broadleaf_evergreen_deciduous,0.7570823684819532,379.6468148653864,0.19941754779383472,Spotted Kestrel,Dense,Forest
pland_LCCS1_c32_sparse_herbaceous,0.3593667740403886,379.6468148653864,0.09465818228128987,Spotted Kestrel,Open,Herbaceous Plant Cover
pland_LCCS1_c01_barren,0.20241691022063463,379.6468148653864,0.05331716276676963,Spotted Kestrel,Open,Barren
pland_ASTWBD_c02_river,0.0087027861027861,379.6468148653864,0.00229233744681142,Spotted Kestrel,Open,Water Body
pland_LCCS1_c15_mixed_broadleaf_needleleaf,0.00306994535519125,379.6468148653864,8.08631927092495e-4,Spotted Kestrel,Dense,Forest
pland_LCCS1_c41_dense_shrubland,0.00164522681110358,379.6468148653864,4.333572011362563e-4,Spotted Kestrel,Open,Shrubland
pland_LCCS1_c02_permanent_snow_ice,0,379.6468148653864,0,Spotted Kestrel,Open,Snow & Ice
pland_LCCS1_c13_deciduous_needleleaf,0,379.6468148653864,0,Spotted Kestrel,Dense,Forest
pland_LCCS1_c42_shrubland_grassland_mosaic,0,379.6468148653864,0,Spotted Kestrel,Open,Mixed
pland_LCCS1_c43_sparse_shrubland,0,379.6468148653864,0,Spotted Kestrel,Open,Shrubland
pland_LCCS2_c35_natural_herbaceous_cropland_mosaic,0,379.6468148653864,0,Spotted Kestrel,Open,Mixed
pland_LCCS3_c51_tundra,0,379.6468148653864,0,Spotted Kestrel,Open,Tundra
